topic,subtopic,calc_type,marks,question_text,answer,difficulty,source_notes
Statistics and Probability,Distributions,calc,5,"Alex: P(selling policy)=0.45, 8 customers per day. X~B(8,0.45). Find P: (a) at least one policy sold; (b) exactly 2 sold.","(a) P(XÔëą1)=1-P(X=0)=1-(0.55)^8Ôëł1-0.00837Ôëł0.992; (b) P(X=2)=C(8,2)(0.45)^2(0.55)^6Ôëł0.157",medium,Math AI Distributions
Statistics and Probability,Distributions,calc,6,"Multiple choice exam: 20 questions, 4 options each. Jack guesses randomly. X~B(20,0.25). (a) Find expected number correct. (b) P(exactly 4 correct). (c) P(more than 4 correct).","(a) E(X)=20├Ś0.25=5; (b) P(X=4)=C(20,4)(0.25)^4(0.75)^16Ôëł0.190; (c) P(X>4)=1-P(XÔëĄ4)Ôëł0.415",medium,Math AI Distributions
Statistics and Probability,Distributions,no_calc,5,"Biased coin: P(heads)=0.7. Jim pays $20. Gets $k for tails, $0 for heads. Game is fair. Find k.","Fair game: E(gain)=cost Ôćĺ 0├Ś0.7+k├Ś0.3=20 Ôćĺ 0.3k=20 Ôćĺ k=200/3Ôëł$66.67",medium,Math AI Distributions
Statistics and Probability,Distributions,calc,6,"Jessica: 60% free throw success rate, 20 throws. X~B(20,0.6). (a) Write down: (i) distribution; (ii) assumptions. (b) P(exactly 12). P(10 or more). (c) Find E(X) and Var(X).","(a)(i) X~B(20,0.6); (ii) each throw independent, constant probability; (b) P(X=12)Ôëł0.179; P(XÔëą10)Ôëł0.755; (c) E(X)=12, Var(X)=20├Ś0.6├Ś0.4=4.8",medium,Math AI Distributions
Statistics and Probability,Distributions,calc,7,"IMO scores: normal distribution, mean=32, SD=3. (a) P(score>35). Gold medal: top 1/12. (b) Minimum score for gold. (c) IQR of distribution. (d) Minimum score for high-achieving outlier (using IQR).","(a) P(X>35)=P(Z>1)Ôëł0.159; (b) P(X>k)=1/12Ôëł0.0833 Ôćĺ ZÔëł1.383 Ôćĺ k=32+3(1.383)Ôëł36.1; (c) IQR=2├Ś0.6745├Ś3Ôëł4.05; (d) Q3+1.5├ŚIQRÔëł34+1.5(4.05)Ôëł40.1",hard,Math AI Distributions
Statistics and Probability,Distributions,calc,6,"Factory arrival times: normal, mean=42 min, SD=6 min. (a)(i) P(arrives Ôëą50 min after opening). (ii) P(30<X<45). (b) 33 employees arrive Ôëą50 min late. Estimate total employees.","(a)(i) P(XÔëą50)=P(ZÔëą1.333)Ôëł0.0912; (ii) P(30<X<45)=P(-2<Z<0.5)Ôëł0.669; (b) 33/0.0912Ôëł362 employees",medium,Math AI Distributions
Statistics and Probability,Distributions,calc,6,"Sugar in grapes S~N(16,1┬▓). (a) P(15.5<S<16.2). (b) 90% of portions contain less than k grams ÔÇö find k. (c) P(a<S<b)=0.98 with 16-a=b-16 ÔÇö find a and b.","(a) P(15.5<S<16.2)=P(-0.5<Z<0.2)Ôëł0.272; (b) P(S<k)=0.9 Ôćĺ Z=1.282 Ôćĺ k=16+1.282Ôëł17.3; (c) symmetric: P(╬╝-c<S<╬╝+c)=0.98 Ôćĺ Z=2.326 Ôćĺ a=13.67, b=18.33",medium,Math AI Distributions
Statistics and Probability,Distributions,calc,6,"Hagia Sophia visitors: N(5000,750┬▓). (a) P(visitors>4000). (b) Expected days in June with <4000 visitors. N is value where P(visitors<N)=0.25. (c) Find N.","(a) P(X>4000)=P(Z>-1.333)Ôëł0.909; (b) P(X<4000)Ôëł0.091, expected days=30├Ś0.091Ôëł2.73Ôëł3 days; (c) P(X<N)=0.25 Ôćĺ Z=-0.674 Ôćĺ N=5000-0.674(750)Ôëł4495",medium,Math AI Distributions
Statistics and Probability,Distributions,calc,5,"Narcissus seeds: germination rate 75%. Terry sows 5 seeds. X~B(5,0.75). (a) P(at least one germinates). (b) P(exactly 3 germinate).","(a) P(XÔëą1)=1-(0.25)^5Ôëł0.999; (b) P(X=3)=C(5,3)(0.75)^3(0.25)^2Ôëł0.264",easy,Math AI Distributions
Statistics and Probability,Hypothesis Testing,calc,6,"Cat breeds survey: Males (British 34, Persian 13, Siamese 21, Scottish 24), Females (23,18,23,18). (a) Find expected number of female Persians. ¤ç┬▓ test at 5% significance. (b) Find p-value. (c) State whether breed preference is independent of gender.","(a) expected=(31├Ś86/174)... total females=82, total Persian=31, total=174: E=31├Ś82/174Ôëł14.6; (b) use GDC: p-valueÔëł0.49; (c) p>0.05, fail to reject H0, breed preference is independent of gender",medium,Math AI Hypothesis Testing
Statistics and Probability,Hypothesis Testing,calc,6,"Sports preference by gender: Boys (Football 165, Basketball 191, Athletics 203, Swimming 101), Girls (133,145,155,78). ¤ç┬▓ test at 5%. (a) State H0. (b) Expected boys preferring basketball. (c) Find p-value. (d) Conclusion.","(a) H0: sport preference is independent of gender; (b) total basketball=336, total boys=660, total=1171: E=336├Ś660/1171Ôëł189.5; (c) pÔëł0.997; (d) p>0.05, do not reject H0, sport preference is independent of gender",medium,Math AI Hypothesis Testing
Statistics and Probability,Hypothesis Testing,calc,8,"Supermarket: 180 customers, 6 counters. Observed: Mark 25, Jessica 35, Bella 26, Chi Ho 36, Bill 28, Leslie 30. (a) Expected frequencies. ¤ç┬▓ goodness of fit at 5%. (b)(i) H0 and H1. (ii) Degrees of freedom. (iii) ¤ç┬▓ statistic and p-value. (c) Critical value=12.833. Conclusion.","(a) all expected=30; (b)(i) H0: uniform distribution, H1: not uniform; (ii) df=5; (iii) ¤ç┬▓=(25-30)┬▓/30+...=(25+25+16+36+4+0)/30=106/30Ôëł3.53, pÔëł0.619; (c) ¤ç┬▓<12.833, do not reject H0, customer selection is uniformly distributed",medium,Math AI Hypothesis Testing
Statistics and Probability,Hypothesis Testing,calc,6,"Mac vs PC by age group: Mac (Young 20, Middle 25, Older 22), PC (18, 48, 37). (a) Total surveyed. ¤ç┬▓ test at 5%. (b) H0. (c) ¤ç┬▓ statistic. Critical value=5.99. (d) Conclusion.","(a) total=170; (b) H0: computer type is independent of age group; (c) use GDC: ¤ç┬▓Ôëł8.65; (d) ¤ç┬▓>5.99, reject H0, computer preference is not independent of age group",medium,Math AI Hypothesis Testing
Calculus,Differentiation,no_calc,5,"Lithium battery cost: $C(x)=900+18x-0.01x^2-0.0002x^3$, $0 \leq x \leq 150$. (a) Write down the daily cost if no batteries are produced. (b) Find $C'(x)$. (c) Find the marginal cost of producing: (i) 50 batteries; (ii) 100 batteries.",(a) C(0)=900 USD; (b) C'(x)=18-0.02x-0.0006x^2; (c)(i) C'(50)=18-1-1.5=15.5 USD; (ii) C'(100)=18-2-6=10 USD,easy,Math AI Differentiation
Calculus,Differentiation,no_calc,5,"Car tire cost: $C(x)=5000+65x+0.1x^2-0.0005x^3$, $0 \leq x \leq 250$. (a) Write down daily cost if no tires produced. (b) Find $C'(x)$. (c) Find marginal cost of producing: (i) 100 tires; (ii) 200 tires.",(a) C(0)=5000 USD; (b) C'(x)=65+0.2x-0.0015x^2; (c)(i) C'(100)=65+20-15=70 USD; (ii) C'(200)=65+40-60=45 USD,easy,Math AI Differentiation
Calculus,Differentiation,no_calc,6,$f(x)=2x^4+1$. (a) Find $f'(x)$. (b) Find the gradient at $x=-1$. (c) Find the x-coordinate where the normal to the graph has gradient $-8$.,"(a) f'(x)=8x^3; (b) f'(-1)=-8; (c) normal gradient=-8, so tangent gradient=1/8: 8x^3=1/8 Ôćĺ x^3=1/64 Ôćĺ x=1/4",medium,Math AI Differentiation
Calculus,Differentiation,no_calc,6,Ice cream cone surface area: $A=2\pi r^2+\frac{60\pi}{r}$. (a) Find $\frac{dA}{dr}$. (b) Find the value of r that minimizes A.,(a) dA/dr=4¤Çr-60¤Ç/r^2; (b) set to 0: 4¤Çr=60¤Ç/r^2 Ôćĺ r^3=15 Ôćĺ r=\sqrt[3]{15}Ôëł2.47 cm,medium,Math AI Differentiation
Calculus,Differentiation,no_calc,6,Racing car hill: $f(x)=-\frac{1}{4}x^2+5$. (a) Find gradient at $x=2$. (b) Find x where perpendicular gradient equals $\frac{3}{2}$.,"(a) f'(x)=-x/2, f'(2)=-1; (b) perpendicular gradient=3/2, so tangent gradient=-2/3: -x/2=-2/3 Ôćĺ x=4/3",medium,Math AI Differentiation
Calculus,Differentiation,no_calc,6,Cement silo surface area: $A=\frac{48\pi}{r}+3\pi r^2$. (a) Find $\frac{dA}{dr}$. (b) Find r that minimizes A.,(a) dA/dr=-48¤Ç/r^2+6¤Çr; (b) set to 0: 6¤Çr=48¤Ç/r^2 Ôćĺ r^3=8 Ôćĺ r=2 m,medium,Math AI Differentiation
Calculus,Differentiation,no_calc,6,$f(x)=2x^2-bx+c$. (a) Find $f'(x)$. Tangent at $x=-1$ is $y=2x-7$. (b) Find b. (c) Find c.,"(a) f'(x)=4x-b; (b) gradient at x=-1: 4(-1)-b=2 Ôćĺ b=-6; (c) f(-1)=2+6+c=-9 Ôćĺ c=-17... check: y=2(-1)-7=-9, f(-1)=2(1)-(-6)(-1)+c=2-6+c=-9 Ôćĺ c=-5",hard,Math AI Differentiation
Calculus,Differentiation,no_calc,7,"Curve $y=f(x)$ passes through P(2,7) with $f'(x)=4x-3$. (a) Find gradient at P. (b) Find equation of tangent at P. (c) Determine equation of curve.","(a) f'(2)=8-3=5; (b) y-7=5(x-2) Ôćĺ y=5x-3; (c) f(x)=2x^2-3x+C, f(2)=8-6+C=7 Ôćĺ C=5, so f(x)=2x^2-3x+5",medium,Math AI Differentiation
Calculus,Differentiation,no_calc,5,Curve $C$: $y=\frac{3}{4}x^4+\frac{1}{3}x^3-2$. (a) Find $\frac{dy}{dx}$. Point A on C has tangent gradient equal to 4. (b) Find coordinates of A.,"(a) dy/dx=3x^3+x^2; (b) 3x^3+x^2=4 Ôćĺ x=1 (by inspection or GDC), y=3/4+1/3-2=-11/12Ôëł-0.917, A=(1,-11/12)",medium,Math AI Differentiation
Calculus,Integration,no_calc,6,Area A bounded by $y=-\frac{x^2}{6}(x-6)$ and x-axis for $0 \leq x \leq 6$. (a) Sketch and shade region. (b) Write definite integral for A. (c) Find area A.,"(a) sketch curve; (b) $A=\int_0^6 -\frac{x^2}{6}(x-6)\,dx$; (c) A=\int_0^6 (x^2-\frac{x^3}{6})dx... = [x^3/3 - x^4/24]_0^6 = 72-54=18",medium,Math AI Integration
Calculus,Integration,no_calc,7,Curve $y=2(x-3)(x+8)$. (a) Write integral for shaded area A. (b) Find area A. (c) Find area B.,(a) roots at x=-8 and x=3; A=|\int_{-8}^{3} 2(x-3)(x+8)dx|; (b) compute integral: 2\int_{-8}^3 (x^2+5x-24)dx=2[x^3/3+5x^2/2-24x]_{-8}^3; evaluate and take absolute value; (c) identify region B boundaries and integrate similarly,hard,Math AI Integration
Calculus,Integration,calc,8,Rate of change of monthly cost: $C'(q)=0.006q^2-0.48q-12$. (a) Find q that minimizes cost. Company produces 110000 straws (q=110) with cost $88000 (C=88). (b) Find expression for C in terms of q.,"(a) set C'(q)=0: 0.006q^2-0.48q-12=0 Ôćĺ q^2-80q-2000=0 Ôćĺ q=(80+\sqrt{6400+8000})/2=100 thousand straws; (b) C=\int C'dq=0.002q^3-0.24q^2-12q+k; C(110)=88: 0.002(1331000)-0.24(12100)-12(110)+k=88 Ôćĺ 2662-2904-1320+k=88 Ôćĺ k=1650, so C=0.002q^3-0.24q^2-12q+1650",hard,Math AI Integration
Calculus,Integration,no_calc,7,"Bellatrix Aviation: $\frac{dP}{dx}=-0.4x+16$, $x \geq 0$. Previous quarter: P=165 when x=20. (a) Find P in terms of x. (b) Describe how profit changes when manufacturing increases from 40 to 75 jets per quarter.","(a) P=\int(-0.4x+16)dx=-0.2x^2+16x+C; P(20)=-0.2(400)+320+C=165 Ôćĺ -80+320+C=165 Ôćĺ C=-75; P=-0.2x^2+16x-75; (b) dP/dx=-0.4x+16<0 when x>40, so profit decreases as more jets manufactured beyond 40",medium,Math AI Integration
Calculus,Integration,no_calc,6,Curve $y=-x^3+4x^2+x-4$. Three x-intercepts shown. (a) Find $\frac{dy}{dx}$. (b) Coordinates of local maximum. (c) Integral for shaded area. (d) Find shaded area.,"(a) dy/dx=-3x^2+8x+1; (b) set dy/dx=0: 3x^2-8x-1=0 Ôćĺ x=(8┬▒\sqrt{76})/6; evaluate y; (c) identify x-intercepts (x=-1,1,4) and write \int; (d) compute integral between appropriate bounds",hard,Math AI Integration
Functions,Applications of Functions,no_calc,5,"Ice cube: $W(t)=28(0.98)^t$, $t\geq 0$ seconds. (a)(i) Find the initial weight. (ii) Find the percentage dissolving every 5 seconds. (b) Calculate the weight after one minute.",(a)(i) 28 g; (ii) 1-(0.98)^5Ôëł9.61%; (b) W(60)=28(0.98)^60Ôëł8.44 g,easy,Math AI Applications of Functions
Functions,Applications of Functions,no_calc,6,"Australian GDP: $G(t)=1806\times(1.037)^t$, t years since 1960. (a) GDP in 1960. (b) GDP in 1961. (c) Find the year GDP reaches $100000 USD.","(a) $1806; (b) $1872.82; (c) tÔëł104, year 2064",medium,Math AI Applications of Functions
Functions,Applications of Functions,no_calc,7,"AB-Tech: $P(n)=40n-130$, $n\geq 12$. (a) Total cost for 2 years. (b) Find $P^{-1}(1790)$. YZ-tech costs $35/month, no discount. YZ-tech cheaper when $n>k$. (c) Find minimum k.",(a) P(24)=830; (b) 48; (c) k=26,medium,Math AI Applications of Functions
Functions,Applications of Functions,no_calc,5,"Tunnel: $h(x)=-0.6x^2+3.12x$. (a) Find axis of symmetry. Carriage: height 3.5 cm, width 2 cm. (b) Does carriage fit through tunnel?","(a) x=2.6; (b) h(1.3)Ôëł3.04 cm < 3.5 cm, no it does not fit",medium,Math AI Applications of Functions
Functions,Applications of Functions,no_calc,5,"Water: $W(t)=40(0.75)^t$, $t\geq 0$ hours. (a)(i) Initial water. (ii) Percentage leaving each hour. (b) Water after 5 hours.",(a)(i) 40 litres; (ii) 25%; (b) W(5)Ôëł9.49 litres,easy,Math AI Applications of Functions
Functions,Applications of Functions,calc,13,"Cannon-ball: $h(t)=-2t^2+20t+8$, $t\geq 0$. (a) Height of tower. (b) Height 5 seconds after firing. (c) Find maximum height. (d) Time cannon-ball hits ground.","(a) 8 m; (b) 58 m; (c) h'(t)=-4t+20=0Ôćĺt=5, h(5)=58 m; (d) solve -2t^2+20t+8=0ÔćĺtÔëł10.4 s",medium,Math AI Applications of Functions
Functions,Applications of Functions,calc,12,"Harbour depth: $w(t)=a\sin(bt)+d$. Max=6 m, min=0.5 m, period=12 h. (a) Find a, d, b. (b) Write equation. Club open 8am-8:30pm; Jacinta leaves when depth<1.25 m. (c) Find times Jacinta can leave. Club extends to 9:45pm in July. (d) More time morning or evening?","(a) a=2.75, d=3.25, b=¤Ç/6; (b) w(t)=2.75sin(¤Çt/6)+3.25; (c) solve w(t)=1.25 within club hours; (d) compare intervals",hard,Math AI Applications of Functions
